,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
13869,1377,3,2,54,1,2184,265,0,0,1383,636,674,116,60,0,0,49,0,24,1423,Anomaly
13870,1437,105,210,34,1,184,595,0,0,765,1273,0,545,539,0,0,366,0,6,771,Anomaly
13871,1788,452,1577,25,2,1859,5,11,0,1943,136,226,4,1,4,4,0,2,1,1576,Anomaly
13872,1377,3,2,54,1,1959,291,0,0,1440,566,286,74,58,0,0,11,0,28,1464,Anomaly
13873,374,446,924,78,1,1520,428,0,0,906,1126,0,408,377,0,0,243,0,10,1081,Normal
13874,1271,449,1358,4,1,1837,144,0,0,1507,562,44,70,59,0,0,7,0,15,1511,Anomaly
13875,2,452,1023,3,1,703,161,0,0,1290,844,0,158,147,0,0,91,0,10,1367,Anomaly
13876,411,449,1354,27,1,670,71,0,0,1559,551,0,68,58,0,0,5,0,10,1543,Anomaly
13877,376,449,1180,27,1,1599,203,0,0,1186,911,0,200,189,0,0,124,0,10,1301,Normal
13878,383,449,1255,27,1,1065,83,0,0,1538,611,0,80,70,0,0,0,5,5,1359,Anomaly
13879,1223,449,1239,16,1,2051,144,0,0,1507,562,44,70,59,71,68,0,6,3,1222,Anomaly
13880,353,449,931,27,1,448,141,0,0,1511,551,0,68,58,70,67,0,12,5,1229,Anomaly
13881,382,449,1254,27,1,897,149,0,0,1499,578,160,73,61,73,70,0,12,5,1214,Anomaly
13882,379,449,1250,27,1,789,120,0,0,1422,751,0,117,106,0,0,50,0,10,1451,Anomaly
13883,1377,3,2,54,1,2175,155,265,0,1310,832,0,152,141,0,0,0,5,5,1207,Anomaly
13884,2052,453,1263,6,2,2105,269,48,0,1082,1006,0,265,253,0,0,0,1,1,1042,Anomaly
13885,779,586,732,5,1,2211,963,0,0,372,1667,0,920,905,0,0,737,0,7,396,Anomaly
13886,331,446,1366,32,2,1969,147,0,0,1502,572,0,71,61,0,0,8,0,4,1507,Anomaly
13887,1378,452,1202,4,1,1438,460,0,0,987,988,1073,328,152,0,0,188,0,15,1178,Normal
13888,374,446,924,78,1,1592,461,256,0,1180,774,871,192,57,294,126,0,22,5,865,Normal
13889,1377,3,2,54,1,2051,210,265,0,1170,920,0,207,196,0,0,0,5,5,1112,Anomaly
13890,549,446,1541,25,2,1868,3,11,0,1956,150,0,3,3,0,0,0,1,1,1578,Anomaly
13891,331,446,1366,32,2,1968,292,0,0,1438,567,171,72,59,0,0,9,0,6,1462,Anomaly
13892,1377,3,2,54,1,2173,79,265,0,1543,595,0,76,66,0,0,0,5,5,1375,Anomaly
13893,1867,452,1047,4,1,710,71,267,0,1559,551,0,68,58,0,0,0,3,3,1400,Anomaly
13894,655,446,1667,30,2,1831,9,11,0,1830,326,0,9,9,0,0,0,1,1,1572,Anomaly
13895,5,452,1306,3,1,756,93,0,0,1515,654,0,90,80,0,0,0,5,5,1324,Anomaly
13896,383,449,1255,27,1,1092,73,0,0,1556,566,0,70,60,0,0,7,0,10,1541,Anomaly
13897,1319,980,2,67,1,460,72,0,0,1558,558,0,69,59,0,0,6,0,10,1542,Anomaly
13898,600,446,1593,25,2,1880,26,11,0,1681,443,0,26,26,0,0,0,1,1,1554,Anomaly
13899,527,446,1518,25,2,1867,260,11,0,1259,777,887,168,76,87,85,0,2,1,1052,Anomaly
13900,1970,452,1243,4,1,17,85,0,0,1534,619,0,82,72,0,0,19,0,6,1529,Anomaly
13901,562,446,1554,25,2,1872,10,11,0,1918,136,99,3,1,7,3,0,5,1,1571,Anomaly
13902,1224,449,1353,16,1,603,75,0,0,1551,578,0,72,62,0,0,9,0,6,1539,Anomaly
13903,41,452,962,4,1,97,111,0,0,1463,723,0,108,97,0,0,41,0,10,1480,Anomaly
13904,1709,452,1494,25,2,1839,9,11,0,1904,150,280,6,1,7,6,0,4,1,1572,Anomaly
13905,1379,4,2,86,1,1624,79,266,0,1543,595,0,76,66,0,0,0,5,5,1375,Anomaly
13906,516,446,1507,25,2,1863,278,11,0,1229,801,883,176,86,173,168,0,2,1,1032,Anomaly
13907,331,446,1366,32,2,1947,84,6,0,1535,615,0,81,71,0,0,0,1,1,1355,Anomaly
13908,407,449,1348,27,1,490,123,0,0,1413,758,0,120,109,0,0,53,0,10,1446,Anomaly
13909,1540,291,506,34,1,123,1097,0,0,247,1797,0,1054,1026,0,0,871,0,6,264,Anomaly
13910,374,446,924,78,1,1386,194,256,245,1394,675,744,116,62,74,71,0,12,5,1139,Normal
13911,1377,3,2,54,1,2144,182,265,0,1237,884,0,179,168,0,0,0,5,5,1157,Anomaly
13912,1377,3,2,54,1,2119,158,265,0,1301,837,0,155,144,0,0,0,5,5,1203,Anomaly
13913,331,446,1366,32,2,1976,71,50,0,1559,551,0,68,58,0,0,0,1,1,1400,Anomaly
13914,382,449,1254,27,1,913,82,0,0,1539,606,0,79,69,0,0,16,0,10,1532,Anomaly
13915,654,446,1666,30,2,1830,7,11,0,1861,287,0,7,7,0,0,0,1,1,1574,Anomaly
13916,2000,452,1109,21,1,1975,149,267,35,1499,578,293,74,60,72,69,0,6,3,1214,Anomaly
13917,1377,3,2,54,1,1840,153,265,0,1316,829,0,150,139,0,0,0,5,5,1209,Anomaly
13918,383,449,1255,27,1,1093,117,0,0,1434,744,0,114,103,0,0,47,0,10,1459,Anomaly
13919,403,446,924,138,1,380,121,0,0,1419,753,0,118,107,0,0,51,0,10,1448,Anomaly
13920,330,446,926,32,2,2061,191,263,0,1401,668,645,110,65,111,104,0,2,1,1143,Anomaly
13921,391,446,924,98,1,281,85,9,0,1534,619,0,82,72,0,0,0,5,5,1351,Anomaly
13922,1851,452,1659,30,2,1820,4,11,0,1918,192,0,4,4,0,0,0,1,1,1577,Anomaly
13923,527,446,1518,25,2,1870,200,11,0,1572,481,860,97,0,192,93,0,6,1,1131,Anomaly
13924,374,446,924,78,1,1463,383,0,0,931,1101,0,375,348,0,0,223,0,10,1122,Normal
13925,1527,260,837,34,1,181,848,0,0,652,1303,1215,732,378,0,0,620,3,6,515,Anomaly
13926,1685,452,1472,18,2,2027,5,13,0,1895,222,0,5,5,0,0,0,1,1,1576,Anomaly
13927,433,446,1231,25,2,1823,16,11,0,1730,380,0,16,16,0,0,0,1,1,1564,Anomaly
13928,330,446,926,32,2,2088,257,263,171,1398,625,616,109,56,175,103,0,4,1,1055,Anomaly
13929,17,446,1366,32,2,1742,79,263,0,1543,595,0,76,66,0,0,0,1,1,1375,Anomaly
13930,412,449,1356,27,1,741,117,0,0,1434,744,0,114,103,0,0,47,0,10,1459,Anomaly
13931,235,250,303,5,1,2240,851,0,0,650,1305,1198,641,476,0,0,624,3,7,512,Anomaly
13932,3,452,1061,3,1,713,160,0,0,1294,841,0,157,146,0,0,90,0,10,1369,Anomaly
13933,1856,452,1664,30,2,1835,28,11,0,1986,41,1,1,0,27,1,0,37,1,1552,Anomaly
13934,188,131,656,5,1,2233,979,0,0,357,1683,0,938,920,0,0,755,0,7,380,Anomaly
13935,382,449,1254,27,1,951,158,0,0,1482,597,481,83,60,0,0,20,0,15,1494,Anomaly
13936,1855,452,1663,30,2,1824,251,11,0,1274,763,1150,242,5,238,225,0,2,1,1062,Anomaly
13937,1274,450,268,4,1,1851,262,0,0,1093,995,0,258,246,0,0,0,5,3,1050,Anomaly
13938,387,446,924,95,1,1192,121,9,0,1419,753,0,118,107,0,0,0,5,5,1267,Anomaly
13939,382,449,1254,27,1,942,115,0,0,1444,737,0,112,101,0,0,45,0,10,1468,Anomaly
13940,1627,452,1226,25,2,1825,29,11,0,1714,365,435,19,10,10,10,0,2,1,1551,Anomaly
13941,320,446,1042,17,1,599,118,257,0,1429,747,0,115,104,0,0,0,3,3,1272,Anomaly
13942,158,81,346,5,1,2241,855,0,0,489,1560,0,810,798,0,0,628,0,7,507,Anomaly
13943,330,446,926,32,2,2050,203,263,65,1373,690,816,126,61,73,70,0,2,1,1125,Anomaly
13944,1904,452,981,4,1,569,74,0,0,1554,572,0,71,61,0,0,8,0,10,1540,Anomaly
13945,1565,343,458,34,1,158,879,0,0,457,1585,0,835,823,0,0,652,0,6,480,Anomaly
13946,331,446,1366,32,2,1947,76,200,0,1550,583,0,73,63,0,0,0,1,1,1384,Anomaly
13947,612,446,1605,25,2,1885,26,11,0,1834,230,243,9,3,17,5,0,6,1,1554,Anomaly
13948,485,446,1471,18,2,2061,7,13,0,1861,287,0,7,7,0,0,0,1,1,1574,Anomaly
13949,387,449,1261,27,1,1177,118,0,0,1429,747,0,115,104,0,0,48,0,10,1456,Anomaly
13950,330,446,926,32,2,2064,274,263,0,1236,795,683,153,103,154,147,0,2,1,1036,Anomaly
13951,383,449,1255,27,1,1094,80,0,0,1542,598,0,77,67,0,0,0,5,5,1371,Anomaly
13952,1379,4,2,86,1,1661,73,266,0,1556,566,0,70,60,0,0,0,5,5,1392,Anomaly
13953,398,449,1289,27,1,2280,118,0,0,1429,747,0,115,104,0,0,48,0,10,1456,Anomaly
13954,389,449,1269,27,1,257,114,0,0,1448,734,0,111,100,0,0,44,0,10,1471,Anomaly
13955,331,446,1366,32,2,1994,210,6,0,1356,702,787,127,67,79,76,0,2,1,1112,Anomaly
13956,17,446,1366,32,2,1695,73,263,0,1556,566,0,70,60,0,0,0,1,1,1392,Anomaly
13957,325,448,0,0,0,2281,152,0,0,1495,585,44,74,63,75,72,0,0,0,1210,Anomaly
13958,1379,4,2,86,1,1675,77,222,0,1546,587,0,74,64,0,0,0,5,5,1381,Anomaly
13959,1377,3,2,54,1,2131,184,265,0,1233,886,0,181,170,0,0,0,5,5,1154,Anomaly
13960,1176,446,1203,4,1,237,84,0,0,1535,615,0,81,71,0,0,18,0,6,1530,Anomaly
13961,1463,162,50,34,1,188,1179,0,0,343,1566,1249,1085,420,0,0,956,3,6,181,Anomaly
13962,1301,455,925,42,1,1324,148,161,45,1501,575,44,72,61,73,70,0,6,3,1215,Anomaly
13963,1857,452,1665,30,2,1831,37,11,0,1853,197,316,11,2,29,11,0,13,1,1540,Anomaly
13964,1377,3,2,54,1,2081,137,265,0,1365,797,0,134,123,0,0,0,5,5,1239,Anomaly
13965,966,773,447,5,1,2225,1217,0,0,123,1914,0,1177,1134,0,0,992,0,7,144,Anomaly
13966,674,481,770,5,1,2219,729,0,0,625,1421,0,682,673,0,0,500,0,7,637,Anomaly
13967,411,449,1354,27,1,637,85,0,0,1534,619,0,82,72,0,0,19,0,10,1529,Anomaly
13968,330,446,926,32,2,2066,202,33,0,1189,909,0,199,188,0,0,0,1,1,1127,Anomaly
13969,411,449,1354,27,1,636,146,0,0,1337,817,0,143,132,0,0,76,0,10,1391,Anomaly
13970,331,446,1366,32,2,1956,266,263,0,1381,637,596,110,59,150,77,0,4,1,1045,Anomaly
13971,1853,452,1661,30,2,1823,27,11,0,1881,166,288,10,1,25,10,0,12,1,1553,Anomaly
13972,387,449,1261,27,1,1295,147,0,0,1502,572,160,72,60,72,69,0,12,5,1216,Anomaly
13973,382,449,1254,27,1,926,148,0,0,1501,575,44,72,61,73,70,0,12,5,1215,Anomaly
13974,1071,878,247,5,1,2221,1283,0,0,69,1970,0,1236,1186,0,0,1054,0,7,79,Anomaly
13975,1878,452,1316,4,1,337,74,267,0,1554,572,0,71,61,0,0,0,3,3,1389,Anomaly
13976,2045,452,1004,4,1,2152,75,0,0,1551,578,0,72,62,0,0,9,0,10,1539,Anomaly
13977,69,452,1244,4,1,80,114,0,0,1448,734,0,111,100,0,0,44,0,10,1471,Anomaly
13978,1377,3,2,54,1,1952,174,265,0,1257,871,0,171,160,0,0,0,5,5,1171,Anomaly
13979,1377,3,2,54,1,2103,84,265,0,1535,615,0,81,71,0,0,0,5,5,1355,Anomaly
13980,1961,452,1140,4,1,773,118,0,0,1429,747,0,115,104,0,0,48,0,6,1456,Anomaly
13981,1301,455,925,42,1,1287,119,72,0,1425,749,0,116,105,0,0,0,3,3,1270,Anomaly
13982,281,338,524,5,1,2234,601,0,0,759,1279,0,551,545,0,0,372,0,7,765,Anomaly
13983,1379,4,2,86,1,1677,121,266,0,1419,753,0,118,107,0,0,0,5,5,1267,Anomaly
13984,1812,452,1601,25,2,1861,75,11,0,1551,578,0,72,62,0,0,0,1,1,1386,Anomaly
13985,382,446,924,94,1,993,82,9,0,1539,606,0,79,69,0,0,0,5,5,1363,Anomaly
13986,389,449,1269,27,1,228,120,0,0,1422,751,0,117,106,0,0,50,0,10,1451,Anomaly
13987,410,449,1352,27,1,529,121,0,0,1419,753,0,118,107,0,0,51,0,10,1448,Anomaly
13988,1377,3,2,54,1,1946,122,265,0,1416,756,0,119,108,0,0,0,5,5,1265,Anomaly
13989,374,446,924,78,1,1427,467,256,168,1172,779,888,210,62,319,195,0,22,5,858,Normal
13990,1747,452,1534,25,2,1847,279,11,0,1359,655,1121,264,5,263,241,0,4,1,1031,Anomaly
13991,403,446,924,138,1,368,117,256,0,1434,744,0,114,103,0,0,0,5,5,1273,Anomaly
13992,387,449,1261,27,1,1321,121,0,0,1419,753,0,118,107,0,0,51,0,10,1448,Anomaly
13993,879,686,472,5,1,2187,986,0,0,350,1690,0,949,927,0,0,762,0,7,373,Anomaly
13994,1155,962,282,5,1,2225,1204,0,0,137,1901,0,1163,1122,0,0,980,0,7,157,Anomaly
13995,1379,4,2,86,1,1623,118,266,0,1429,747,0,115,104,0,0,0,5,5,1272,Anomaly
13996,1380,452,1120,3,1,2172,256,0,0,1267,773,611,141,97,0,0,74,0,15,1348,Anomaly
13997,1377,3,2,54,1,2042,83,265,0,1538,611,0,80,70,0,0,0,5,5,1359,Anomaly
13998,382,449,1254,27,1,976,118,0,0,1429,747,0,115,104,0,0,0,5,5,1272,Anomaly
13999,330,446,926,32,2,2075,234,263,0,1307,743,346,116,100,117,110,0,2,1,1084,Anomaly
14000,330,446,926,32,2,2107,251,263,126,1407,615,613,107,55,172,101,0,4,1,1062,Anomaly
14001,382,446,924,94,1,990,76,0,0,1550,583,0,73,63,0,0,10,0,10,1538,Anomaly
14002,1864,452,956,4,1,714,154,0,0,1490,589,435,79,60,72,69,0,6,3,1208,Anomaly
14003,331,446,1366,32,2,1998,118,0,0,1429,747,0,115,104,0,0,48,0,2,1456,Anomaly
14004,1789,452,1578,25,2,1855,287,11,0,1213,811,588,155,114,155,148,0,2,1,1023,Anomaly
14005,1996,452,1094,21,1,1338,164,0,0,1470,609,513,88,61,0,0,25,0,9,1485,Anomaly
14006,1905,452,1014,4,1,71,112,0,0,1458,729,0,109,98,0,0,42,0,10,1476,Anomaly
14007,379,449,1250,27,1,820,145,0,0,1505,566,0,70,60,72,69,0,12,5,1220,Anomaly
14008,1377,3,2,54,1,2162,191,265,0,1213,896,0,188,177,0,0,0,5,5,1143,Anomaly
14009,325,448,0,0,0,2281,76,0,0,1550,583,0,73,63,0,0,0,0,0,1384,Anomaly
14010,909,716,418,5,1,2189,614,0,0,745,1292,0,564,558,0,0,385,0,7,752,Anomaly
14011,1154,961,368,5,1,2228,993,0,0,344,1697,0,956,934,0,0,770,0,7,366,Anomaly
14012,437,446,1235,25,2,1823,21,11,0,1705,419,0,21,21,0,0,0,1,1,1559,Anomaly
14013,1627,452,1226,25,2,1796,5,11,0,1895,222,0,5,5,0,0,0,1,1,1576,Anomaly
14014,887,694,218,5,1,2196,948,0,0,387,1652,0,904,887,0,0,721,0,7,412,Anomaly
14015,492,446,1475,18,2,2020,298,13,0,1196,822,1164,278,16,271,253,0,2,1,1012,Anomaly
14016,387,449,1261,27,1,1300,122,0,0,1416,756,0,119,108,0,0,0,5,5,1265,Anomaly
14017,331,446,1366,32,2,1984,289,263,0,1046,1026,0,285,272,0,0,0,1,1,1021,Anomaly
14018,1377,3,2,54,1,2002,126,265,0,1404,766,0,123,112,0,0,0,5,5,1259,Anomaly
14019,1336,451,1151,4,1,521,74,0,0,1554,572,0,71,61,0,0,8,0,6,1540,Anomaly
14020,604,446,1597,25,2,1880,24,11,0,1820,259,398,13,2,11,5,0,5,1,1556,Anomaly
14021,1858,452,1666,30,2,1836,12,11,0,1898,150,286,7,1,5,2,0,5,1,1569,Anomaly
14022,331,446,1366,32,2,1934,118,263,0,1429,747,0,115,104,0,0,0,1,1,1272,Anomaly
14023,1620,452,982,4,1,308,163,0,0,1285,848,0,160,149,0,0,93,0,10,1363,Anomaly
14024,1298,451,1050,3,1,1346,154,0,0,1490,589,481,81,58,0,0,18,0,15,1499,Anomaly
14025,61,452,1127,4,1,94,121,0,0,1419,753,0,118,107,0,0,51,0,10,1448,Anomaly
14026,382,449,1254,27,1,869,115,0,0,1444,737,0,112,101,0,0,45,0,10,1468,Anomaly
14027,330,446,926,32,2,2069,288,263,0,1345,670,835,141,59,141,68,0,4,1,1022,Anomaly
14028,557,446,1549,25,2,1870,15,11,0,1814,297,346,10,5,5,5,0,2,1,1565,Anomaly
14029,591,446,1584,25,2,1881,259,11,0,1099,991,0,255,243,0,0,0,1,1,1053,Anomaly
14030,94,444,1,102,1,1415,227,266,0,1321,731,859,144,67,79,76,0,12,5,1091,Normal
14031,173,104,780,5,1,2243,608,0,0,751,1286,0,558,552,0,0,379,0,7,758,Anomaly
14032,401,449,1293,27,1,2377,146,0,0,1504,569,44,71,60,73,70,0,12,5,1218,Anomaly
14033,1379,4,2,86,1,1680,112,199,0,1458,729,0,109,98,0,0,0,5,5,1279,Anomaly
14034,330,446,926,32,2,2073,126,263,0,1404,766,0,123,112,0,0,0,1,1,1259,Anomaly
14035,379,449,1250,27,1,827,161,0,0,1476,601,0,78,68,80,77,0,12,5,1198,Anomaly
14036,398,449,1289,27,1,2349,74,0,0,1554,572,0,71,61,0,0,0,5,5,1389,Anomaly
14037,1379,4,2,86,1,1626,115,266,0,1444,737,0,112,101,0,0,0,5,5,1275,Anomaly
14038,374,446,924,78,1,1435,306,256,0,1184,828,1050,230,59,71,68,0,12,5,1004,Normal
14039,382,449,1254,27,1,960,74,0,0,1554,572,0,71,61,0,0,8,0,10,1540,Anomaly
14040,295,365,273,5,1,2238,1050,0,0,488,1433,1217,850,503,0,0,666,0,11,506,Anomaly
14041,382,449,1254,27,1,888,75,0,0,1551,578,0,72,62,0,0,0,5,5,1386,Anomaly
14042,331,446,1366,32,2,1973,229,0,0,1448,586,436,81,59,0,0,18,0,5,1471,Anomaly
14043,1377,3,2,54,1,1941,73,265,0,1556,566,0,70,60,0,0,0,5,5,1392,Anomaly
14044,38,452,1087,4,1,543,147,0,0,1502,572,0,71,61,0,0,8,0,15,1507,Anomaly
14045,383,449,1255,27,1,1131,69,0,0,1565,541,0,66,56,0,0,3,0,10,1545,Anomaly
14046,433,446,1231,25,2,1834,31,11,0,1708,375,44,16,15,16,16,0,2,1,1549,Anomaly
14047,792,599,811,5,1,2225,1234,0,0,109,1928,0,1191,1148,0,0,1008,0,7,127,Anomaly
14048,1930,452,1398,4,1,102,114,0,0,1448,734,0,111,100,0,0,44,0,6,1471,Anomaly
14049,391,449,1273,27,1,272,119,0,0,1425,749,0,116,105,0,0,49,0,10,1453,Anomaly
14050,331,446,1366,32,2,1975,251,263,0,1407,615,590,105,58,173,99,0,4,1,1062,Anomaly
14051,401,449,1293,27,1,2362,76,0,0,1550,583,0,73,63,0,0,0,5,5,1384,Anomaly
14052,331,446,1366,32,2,1980,230,0,0,1316,736,883,152,62,0,0,85,0,4,1381,Anomaly
14053,1628,452,1227,25,2,1820,2,11,0,1984,109,0,2,2,0,0,0,1,1,1579,Anomaly
14054,17,446,1366,32,2,1734,75,263,0,1551,578,0,72,62,0,0,0,1,1,1386,Anomaly
14055,1908,452,1400,4,1,25,78,0,0,1544,591,0,75,65,0,0,12,0,10,1536,Anomaly
14056,1377,3,2,54,1,2104,173,265,0,1259,868,0,170,159,0,0,0,5,5,1174,Anomaly
14057,331,446,1366,32,2,1945,87,114,0,1532,628,0,84,74,0,0,0,1,1,1343,Anomaly
14058,431,446,1229,25,2,1818,17,11,0,1836,247,452,14,1,16,14,0,4,1,1563,Anomaly
14059,1618,452,1208,3,1,532,160,0,0,1294,841,0,157,146,0,0,90,0,10,1369,Anomaly
14060,1379,4,2,86,1,1662,115,266,0,1444,737,0,112,101,0,0,0,5,5,1275,Anomaly
14061,330,446,926,32,2,2077,76,6,0,1550,583,0,73,63,0,0,0,1,1,1384,Anomaly
14062,383,449,1255,27,1,1086,117,0,0,1434,744,0,114,103,0,0,0,5,5,1273,Anomaly
14063,331,446,1366,32,2,1990,114,0,0,1448,734,0,111,100,0,0,44,0,2,1471,Anomaly
14064,1379,4,2,86,1,1644,85,266,0,1534,619,0,82,72,0,0,0,5,5,1351,Anomaly
14065,374,446,924,78,1,1485,196,256,0,1202,902,0,193,182,0,0,0,5,5,1136,Normal
14066,591,446,1584,25,2,1881,1,11,0,2012,43,0,1,1,0,0,0,1,1,1580,Anomaly
14067,1377,3,2,54,1,2099,76,265,0,1550,583,0,73,63,0,0,0,5,5,1384,Anomaly
14068,1379,4,2,86,1,1623,148,266,238,1501,575,44,72,61,73,70,0,12,5,1215,Anomaly
14069,330,446,926,32,2,2075,191,263,188,1401,668,768,116,59,117,110,0,2,1,1143,Anomaly
14070,1402,39,374,34,1,119,857,0,0,486,1562,0,812,801,0,0,630,0,6,504,Anomaly
14071,331,446,1366,32,2,1953,273,263,174,1238,794,975,194,63,75,72,0,2,1,1037,Anomaly
14072,331,446,1366,32,2,1994,88,263,0,1530,634,0,85,75,0,0,0,1,1,1340,Anomaly
14073,1377,3,2,54,1,1805,165,265,0,1279,853,0,162,151,0,0,0,5,5,1189,Anomaly
14074,1165,972,721,5,1,2204,1100,0,0,244,1801,0,1059,1029,0,0,874,0,7,261,Anomaly
14075,325,448,0,0,0,2264,149,0,0,1499,578,293,74,60,72,69,0,0,0,1214,Anomaly
14076,1755,452,1543,25,2,1849,175,11,0,1437,634,471,91,69,92,89,0,2,1,1170,Anomaly
14077,1811,452,1600,25,2,1860,11,11,0,1793,340,0,11,11,0,0,0,1,1,1570,Anomaly
14078,410,449,1352,27,1,535,148,0,0,1501,575,44,72,61,73,70,0,12,5,1215,Anomaly
14079,242,266,195,5,1,2231,725,0,0,630,1414,0,677,669,0,0,496,0,7,641,Anomaly
14080,393,449,1277,27,1,293,77,0,0,1546,587,0,74,64,0,0,11,0,10,1537,Anomaly
14081,331,446,1366,32,2,1948,129,163,0,1395,776,0,126,115,0,0,0,1,1,1254,Anomaly
14082,1857,452,1665,30,2,1809,1,11,0,2012,43,0,1,1,0,0,0,1,1,1580,Anomaly
14083,597,446,1590,25,2,1880,226,11,0,1323,730,1137,220,2,218,205,0,2,1,1092,Anomaly
14084,331,446,1366,32,2,1922,296,0,0,1430,573,367,77,58,0,0,14,0,6,1457,Anomaly
14085,1379,4,2,86,1,1677,113,266,0,1453,731,0,110,99,0,0,0,5,5,1278,Anomaly
14086,17,446,1366,32,2,1734,142,0,0,1509,555,44,69,58,0,0,6,0,4,1513,Anomaly
14087,382,449,1254,27,1,1051,114,0,0,1448,734,0,111,100,0,0,44,0,10,1471,Anomaly
14088,208,171,717,5,1,2238,1327,0,0,67,1909,1266,1274,428,0,0,1097,3,7,34,Anomaly
14089,7,435,1,145,1,1909,177,264,0,1249,874,0,174,163,0,0,0,3,3,1167,Anomaly
14090,624,446,1618,25,2,1884,290,11,0,1209,814,1171,282,4,274,256,0,2,1,1020,Anomaly
14091,383,449,1255,27,1,1117,121,0,0,1419,753,0,118,107,0,0,51,0,10,1448,Anomaly
14092,330,446,926,32,2,2091,119,263,0,1425,749,0,116,105,0,0,0,1,1,1270,Anomaly
14093,331,446,1366,32,2,1945,196,91,0,1202,902,0,193,182,0,0,0,1,1,1136,Anomaly
14094,523,446,1514,25,2,1866,15,11,0,1736,368,0,15,15,0,0,0,1,1,1565,Anomaly
14095,1908,452,1400,4,1,24,84,0,0,1535,615,0,81,71,0,0,18,0,10,1530,Anomaly
14096,522,446,1513,25,2,1863,38,11,0,1683,410,621,36,2,2,2,0,2,1,1538,Anomaly
14097,391,446,924,98,1,281,74,256,0,1554,572,0,71,61,0,0,0,5,5,1389,Anomaly
14098,480,446,1466,25,2,1854,23,11,0,1884,162,87,5,2,20,5,0,10,1,1557,Anomaly
14099,1377,3,2,54,1,2087,180,265,0,1241,880,0,177,166,0,0,0,5,5,1161,Anomaly
14100,1728,452,1514,25,2,1843,166,11,0,1276,856,0,163,152,0,0,0,1,1,1187,Anomaly
14101,1377,3,2,54,1,2089,156,265,0,1306,834,0,153,142,0,0,0,5,5,1206,Anomaly
14102,387,449,1261,27,1,1239,76,0,0,1550,583,0,73,63,0,0,0,5,5,1384,Anomaly
14103,1040,847,187,5,1,2215,1138,0,0,205,1838,0,1095,1063,0,0,913,0,7,223,Anomaly
14104,331,446,1366,32,2,1938,79,0,0,1543,595,0,76,66,0,0,13,0,2,1535,Anomaly
14105,2051,453,101,6,2,2114,118,41,0,1429,747,0,115,104,0,0,0,1,1,1272,Anomaly
14106,374,446,924,78,1,1389,385,0,0,929,1103,0,377,350,0,0,225,0,10,1120,Normal
14107,1201,461,2,126,2,2367,119,4,0,1425,749,0,116,105,0,0,0,1,1,1270,Anomaly
14108,648,446,1660,30,2,1830,15,11,0,1814,297,435,12,3,12,12,0,2,1,1565,Anomaly
14109,405,449,1343,27,1,427,118,0,0,1429,747,0,115,104,0,0,48,0,10,1456,Anomaly
14110,1562,337,509,34,1,182,1038,0,0,301,1741,0,999,973,0,0,816,0,6,321,Anomaly
14111,863,670,315,5,1,2215,1281,0,0,71,1968,0,1234,1184,0,0,1052,0,7,81,Anomaly
14112,1771,452,1560,25,2,1853,215,11,0,1346,710,1097,200,12,197,186,0,2,1,1106,Anomaly
14113,411,449,1354,27,1,636,146,0,0,1504,569,44,71,60,72,69,0,16,7,1218,Anomaly
14114,1376,452,1421,4,1,463,116,0,0,1439,740,0,113,102,0,0,46,0,10,1463,Anomaly
14115,17,446,1366,32,2,1704,114,263,0,1448,734,0,111,100,0,0,0,1,1,1277,Anomaly
14116,355,449,933,27,1,462,145,0,0,1505,566,0,70,60,72,69,0,12,5,1220,Anomaly
14117,2028,452,1214,15,1,2173,108,0,0,1473,714,0,105,94,0,0,38,0,6,1488,Anomaly
14118,382,449,1254,27,1,913,82,0,0,1539,606,0,79,69,0,0,16,0,10,1532,Anomaly
14119,330,446,926,32,2,2081,232,263,0,1311,738,346,115,99,116,109,0,2,1,1086,Anomaly
14120,331,446,1366,32,2,1966,78,0,0,1544,591,0,75,65,0,0,12,0,2,1536,Anomaly
14121,382,449,1254,27,1,909,120,0,0,1422,751,0,117,106,0,0,50,0,10,1451,Anomaly
14122,383,449,1255,27,1,1081,141,0,0,1352,806,0,138,127,0,0,0,5,5,1229,Anomaly
14123,387,449,1261,27,1,1245,74,0,0,1554,572,0,71,61,0,0,0,5,5,1389,Anomaly
14124,403,446,924,138,1,354,120,0,0,1422,751,0,117,106,0,0,50,0,10,1451,Anomaly
14125,374,446,924,78,1,1399,132,256,0,1383,782,0,129,118,0,0,0,5,5,1250,Normal
14126,379,449,1250,27,1,822,149,0,0,1499,578,160,73,61,0,0,10,0,15,1505,Anomaly
14127,325,448,0,0,0,2293,142,0,0,1509,555,44,69,58,71,68,0,0,0,1227,Anomaly
14128,1377,3,2,54,1,1901,268,265,0,1083,1005,0,264,252,0,0,0,5,5,1043,Anomaly
14129,330,446,926,32,2,2051,291,263,105,1340,674,815,139,61,210,133,0,4,1,1019,Anomaly
14130,331,446,1366,32,2,1980,233,263,0,1141,952,0,229,218,0,0,0,1,1,1085,Anomaly
14131,330,446,926,32,2,2099,286,220,0,1052,1023,0,282,269,0,0,0,1,1,1024,Anomaly
14132,619,446,1613,25,2,1883,35,11,0,1896,142,176,6,0,31,6,0,19,1,1544,Anomaly
